1.1637e-16,8.8188,0.25836
0.00039492,0.096646,0.050776
0.00072299,0.021734,0.016627
0.0011084,0.011451,0.006406
0.0024179,0.004171,0.0030728
0.0034986,0.0032624,0.0023256
0.0039417,0.003091,0.0019445
0.0049461,0.0022181,0.0015281
0.0060706,0.0019388,0.001055
0.006834,0.0013613,0.0011732
0.0069095,0.0013376,0.0008068
0.0083442,0.0010929,0.0008841
0.010572,0.00093924,0.00074883
0.012637,0.0013196,0.00056687
0.01729,0.00062289,0.00049422
0.017641,0.00054666,0.00045014
0.017987,0.00054915,0.00038358
0.022383,0.00049929,0.00035978
0.024682,0.00044222,0.00035997
0.025071,0.00040443,0.00033182
0.029308,0.0003443,0.00028966
0.030678,0.0002895,0.00028622
0.035437,0.00030645,0.00024324
0.037916,0.00029859,0.00024593
0.039542,0.00023071,0.00019504
0.039566,0.0002025,0.00018277
0.042458,0.00026664,0.00013908
0.045773,0.00045298,0.00019154
0.046341,0.00019164,0.00015186
0.052573,0.00023417,0.00013034
0.056178,0.00018316,0.00015006
0.059523,0.00020219,0.00013582
0.060149,0.00016674,0.00013106
0.062697,0.00026164,0.00011218
0.066628,0.00014306,0.00012211
0.068916,0.00014302,0.00011534
0.077432,0.00014274,0.00011234
0.085677,0.00011816,9.9695e-05
0.085769,0.00012343,8.1631e-05
0.086319,0.00010201,9.4852e-05
0.088455,9.8818e-05,7.5681e-05
0.089202,8.7063e-05,7.9615e-05
0.094492,8.9558e-05,7.0546e-05
0.10138,9.4327e-05,6.207e-05
0.10882,8.9495e-05,5.9888e-05
0.11263,8.4181e-05,6.0226e-05
0.11824,8.9162e-05,5.7183e-05
0.12245,6.7343e-05,6.1121e-05
0.12278,5.9798e-05,5.2472e-05
0.12794,5.7001e-05,5.2631e-05
0.12926,5.9605e-05,4.9692e-05
0.13008,5.6673e-05,4.3411e-05
0.14021,5.0862e-05,4.1112e-05
0.15189,7.4767e-05,3.438e-05
0.15446,0.00015464,7.4187e-05
0.16415,4.449e-05,2.8251e-05
0.18392,4.9303e-05,2.5235e-05
0.20813,3.6365e-05,2.8766e-05
0.21482,3.3632e-05,2.8753e-05
0.2173,6.5512e-05,2.6745e-05
0.22038,3.2523e-05,2.7651e-05
0.22648,7.1791e-05,3.0121e-05
0.23823,2.6778e-05,2.3294e-05
0.25913,2.6457e-05,2.2831e-05
0.27711,2.7657e-05,2.1133e-05
0.27927,2.382e-05,2.1511e-05
0.2975,2.6262e-05,1.949e-05
0.29929,2.8447e-05,1.8064e-05
0.31875,2.3731e-05,1.6214e-05
0.3282,2.1434e-05,1.6959e-05
0.33328,1.8178e-05,1.7362e-05
0.36475,2.344e-05,1.4551e-05
0.36944,1.7649e-05,1.5365e-05
0.39502,1.7758e-05,1.3871e-05
0.41805,1.5847e-05,1.3899e-05
0.44421,1.4848e-05,1.2794e-05
0.46717,1.2545e-05,1.0639e-05
0.48734,1.2091e-05,9.6767e-06
0.50201,2.2673e-05,9.3752e-06
0.62561,1.2453e-05,7.6736e-06
0.6649,2.1152e-05,9.9097e-06
0.69045,8.9879e-06,7.4696e-06
0.7584,9.6618e-06,6.8953e-06
0.78842,8.5545e-06,6.4407e-06
1,4.5984e-06,3.9257e-06
