1.1655e-17,11.586,11.764,11.407
1.142e-06,0.053701,0.087361,0.020041
3.4057e-06,0.018703,0.032002,0.0054038
6.9563e-06,0.0070999,0.011867,0.0023333
1.1115e-05,0.0034472,0.0062361,0.00065822
1.8906e-05,0.0026815,0.0048816,0.00048139
2.1227e-05,0.0017034,0.0031613,0.00024549
3.178e-05,0.0013367,0.002421,0.00025228
3.7686e-05,0.0011234,0.0019048,0.00034203
4.3752e-05,0.00079289,0.0014344,0.0001514
4.6756e-05,0.00073661,0.001369,0.00010422
5.1938e-05,0.00072249,0.0012746,0.00017035
5.285e-05,0.00085426,0.0012132,0.00049533
5.733e-05,0.0004752,0.00084595,0.00010444
7.5065e-05,0.00072289,0.0010191,0.00042666
9.0321e-05,0.00033136,0.00056262,0.0001001
9.6125e-05,0.00037247,0.00058284,0.00016211
0.00011085,0.00027439,0.00047202,7.6753e-05
0.00011087,0.00027826,0.00043142,0.00012511
0.00013915,0.00024377,0.0003658,0.00012175
0.00018731,0.00019574,0.00032052,7.0964e-05
0.00019384,0.00017042,0.00030557,3.5274e-05
0.00021983,0.00020648,0.00031404,9.8915e-05
0.00023409,0.00019764,0.00029044,0.00010484
0.0002508,0.00013455,0.00023848,3.0628e-05
0.00025126,0.00011873,0.00021398,2.3475e-05
0.00025374,0.00012674,0.00021354,3.9946e-05
0.0002644,9.7293e-05,0.00018252,1.2067e-05
0.00027838,0.00012923,0.00018555,7.2914e-05
0.00027955,0.00012704,0.00018283,7.1247e-05
0.00028165,0.00010645,0.00015435,5.8559e-05
0.00031242,9.0147e-05,0.00013843,4.1868e-05
0.00035591,8.1068e-05,0.00012901,3.3127e-05
0.00039024,8.3705e-05,0.00013481,3.2596e-05
0.00040598,8.7334e-05,0.00012946,4.5207e-05
0.00042515,8.3216e-05,0.00012473,4.1699e-05
0.00042595,6.5594e-05,0.00010276,2.8425e-05
0.0004493,0.00013756,0.00019704,7.8074e-05
0.0005043,0.00013698,0.00019733,7.6622e-05
0.00051729,0.00012011,0.00017075,6.9477e-05
0.0005279,0.00015305,0.00022415,8.1957e-05
0.00053177,5.2993e-05,8.1569e-05,2.4418e-05
0.0005411,0.00016808,0.00025074,8.5408e-05
0.00056362,3.5996e-05,6.8576e-05,3.4153e-06
0.00056608,3.5649e-05,6.5579e-05,5.7184e-06
0.00057131,3.7316e-05,6.5187e-05,9.4456e-06
0.00059059,3.393e-05,6.1763e-05,6.0979e-06
0.00061503,3.9481e-05,6.424e-05,1.4722e-05
0.00062625,5.2144e-05,7.9609e-05,2.468e-05
0.00062778,0.00010078,0.00014871,5.2855e-05
0.00064139,0.00013838,0.00020939,6.7373e-05
0.00064867,3.0832e-05,4.7707e-05,1.3957e-05
0.00066514,2.5222e-05,4.1256e-05,9.1875e-06
0.00071125,2.4772e-05,4.0333e-05,9.2108e-06
0.00074509,2.3433e-05,3.8873e-05,7.9932e-06
0.00077779,2.1128e-05,3.7577e-05,4.6795e-06
0.00077902,1.9568e-05,3.4326e-05,4.8096e-06
0.00079273,3.9658e-05,5.6805e-05,2.2512e-05
0.0009023,2.2064e-05,3.5575e-05,8.5535e-06
0.00093104,1.7981e-05,3.1987e-05,3.976e-06
0.00093263,3.1707e-05,4.4479e-05,1.8936e-05
0.0010253,8.5985e-05,0.00013031,4.1657e-05
0.0010285,2.3933e-05,3.5386e-05,1.2479e-05
0.0010641,1.7538e-05,2.8734e-05,6.341e-06
0.0010657,1.6152e-05,2.7527e-05,4.7769e-06
0.0011558,2.6909e-05,3.7772e-05,1.6047e-05
0.0011917,1.5384e-05,2.6356e-05,4.4126e-06
0.0012132,2.7123e-05,3.8112e-05,1.6135e-05
0.0013191,1.3726e-05,2.3077e-05,4.3749e-06
0.0013481,1.2405e-05,2.181e-05,2.9997e-06
0.0013925,3.1565e-05,4.4997e-05,1.8134e-05
0.0014,1.3244e-05,2.1941e-05,4.5467e-06
0.0014209,1.1929e-05,2.0562e-05,3.2959e-06
0.0015599,1.5563e-05,2.3956e-05,7.1703e-06
0.0015747,1.404e-05,2.0895e-05,7.1856e-06
0.0016102,1.4593e-05,2.3975e-05,5.2116e-06
0.0016792,1.4764e-05,2.1166e-05,8.3628e-06
0.0016827,1.1906e-05,1.9684e-05,4.1274e-06
0.0016903,1.3218e-05,1.9465e-05,6.9699e-06
0.0017954,9.501e-06,1.6585e-05,2.4167e-06
0.0018378,9.6856e-06,1.6385e-05,2.9866e-06
0.0018707,9.3783e-06,1.6276e-05,2.4807e-06
0.0018787,1.4655e-05,2.0854e-05,8.4557e-06
0.0020691,1.1608e-05,1.7169e-05,6.0468e-06
0.0021376,1.0214e-05,1.6527e-05,3.9007e-06
0.002316,9.3523e-06,1.4574e-05,4.1302e-06
0.0023226,8.5e-06,1.452e-05,2.4798e-06
0.0023236,9.9929e-06,1.5605e-05,4.3808e-06
0.0023604,8.9875e-06,1.4108e-05,3.8672e-06
0.0024142,1.2029e-05,1.6956e-05,7.1026e-06
0.0024453,6.5805e-06,1.1722e-05,1.4394e-06
0.0024499,7.6164e-06,1.213e-05,3.1032e-06
0.0024747,5.7539e-06,1.0187e-05,1.3206e-06
0.0025125,1.2935e-05,1.8497e-05,7.3723e-06
0.0025263,2.1088e-05,3.1519e-05,1.0657e-05
0.0027352,1.9656e-05,2.9315e-05,9.9969e-06
0.0028879,7.4079e-06,1.1646e-05,3.1702e-06
0.0029762,1.0589e-05,1.5203e-05,5.974e-06
0.0030461,6.3532e-06,9.7512e-06,2.9552e-06
0.0030615,6.5019e-06,9.8272e-06,3.1766e-06
0.0030803,5.6893e-06,9.5747e-06,1.8038e-06
0.0031069,4.9269e-06,8.5315e-06,1.3223e-06
0.0031593,7.2588e-06,1.041e-05,4.1078e-06
0.0032744,5.5836e-06,8.7862e-06,2.3811e-06
0.0033204,5.4763e-06,8.1436e-06,2.8089e-06
0.0033843,1.1767e-05,1.6344e-05,7.1899e-06
0.0036706,3.8864e-06,6.9081e-06,8.6458e-07
0.0037789,5.365e-06,8.0349e-06,2.695e-06
0.0039267,5.2222e-06,7.9335e-06,2.511e-06
0.0039588,4.9914e-06,8.1136e-06,1.8691e-06
0.0042769,8.9951e-06,1.2863e-05,5.1276e-06
0.0043505,4.8554e-06,7.7235e-06,1.9873e-06
0.0045589,2.9973e-06,5.3018e-06,6.9272e-07
0.0046569,3.3273e-06,5.4711e-06,1.1835e-06
0.004768,3.2537e-06,5.4211e-06,1.0862e-06
0.0052828,3.5218e-06,5.6053e-06,1.4382e-06
0.0055167,2.9988e-06,4.8401e-06,1.1576e-06
0.0055974,3.028e-06,4.8355e-06,1.2205e-06
0.0057806,2.7942e-06,4.648e-06,9.404e-07
0.0060902,5.1044e-06,7.3077e-06,2.9012e-06
0.0061827,4.6415e-06,6.554e-06,2.7289e-06
0.0062606,2.2039e-06,3.9475e-06,4.6025e-07
0.0068724,2.6471e-06,4.2587e-06,1.0355e-06
0.0082989,1.928e-06,3.4804e-06,3.7554e-07
0.0085342,1.9751e-06,3.4431e-06,5.0698e-07
0.0085369,3.824e-06,5.2127e-06,2.4354e-06
0.0092182,2.2561e-06,3.4715e-06,1.0407e-06
0.0092283,7.8085e-06,1.1879e-05,3.7382e-06
0.0095366,4.8568e-06,7.129e-06,2.5846e-06
0.010463,2.1336e-05,3.3562e-05,9.11e-06
0.014963,1.4202e-06,2.1243e-06,7.1621e-07
0.015175,2.7838e-06,4.1344e-06,1.4331e-06
0.018441,3.2131e-06,5.3482e-06,1.0779e-06
0.021264,2.4645e-06,3.6265e-06,1.3025e-06
0.024486,8.5943e-06,1.3395e-05,3.7931e-06
0.029538,2.2891e-05,3.6159e-05,9.6223e-06
0.030954,6.0983e-06,9.4896e-06,2.7071e-06
0.044223,6.1907e-07,9.1648e-07,3.2166e-07
0.045944,5.7865e-07,8.4636e-07,3.1094e-07
0.094719,5.1603e-07,7.4386e-07,2.8821e-07
1,1.0846e-07,1.5874e-07,5.8179e-08
