1,0.89783,0.89605
2,0.89005,0.88525
3,0.88276,0.87684
4,0.88723,0.88041
5,0.88925,0.88352
6,0.88594,0.87809
7,0.88544,0.87345
8,0.873,0.86506
9,0.87559,0.86823
10,0.866,0.85633
11,0.86187,0.8514
12,0.88882,0.88314
13,0.88865,0.88309
14,0.88705,0.8803
15,0.8861,0.87972
16,0.88596,0.87782
17,0.88538,0.87356
18,0.88542,0.87309
19,0.88593,0.87792
20,0.88161,0.87534
21,0.88063,0.87407
22,0.88073,0.874
23,0.87723,0.87053
24,0.87556,0.86801
25,0.87272,0.86473
26,0.87058,0.86212
27,0.86691,0.85774
28,0.86565,0.85621
29,0.86597,0.85586
30,0.86382,0.85422
31,0.86255,0.85264
32,0.86153,0.85096
33,0.86165,0.85132
34,0.88917,0.88348
35,0.88101,0.87441
36,0.87558,0.86737
37,0.92545,0.92412
38,0.91245,0.911
39,0.99999,0.99999
