1,1.05,1.05
2,1.0478,1.0476
3,1.0463,1.046
4,1.018,1.0172
5,0.9851,0.98359
6,0.95888,0.95727
7,0.95887,0.95697
8,0.95848,0.95658
9,0.95751,0.95941
10,0.93251,0.93474
11,0.92926,0.93148
12,0.95027,0.94803
13,0.9496,0.94726
14,0.93335,0.93035
15,0.90512,0.89786
16,0.90016,0.89148
17,0.89949,0.89061
18,0.89947,0.89055
19,0.90011,0.89241
20,0.8999,0.89214
21,0.90009,0.89173
22,0.90011,0.89158
23,0.95886,0.95693
24,0.90513,0.89738
25,0.90513,0.89899
26,0.93296,0.92961
27,0.9028,0.89514
28,0.89971,0.89094
29,0.89949,0.89167
30,0.9028,0.89515
31,0.87078,0.86455
32,0.79247,0.78934
33,1.047,1.0469
34,0.94382,0.94142
35,0.92926,0.92699
36,0.95438,0.9523
37,0.94993,0.94753
38,0.9414,0.9385
39,0.90146,0.89421
40,0.89955,0.89186
41,0.89948,0.89168
42,0.9,0.89112
43,0.9,0.89079
44,0.9001,0.89045
45,0.90395,0.89757
46,0.89988,0.89231
47,0.9028,0.91052
48,1.05,1.05
