1,0.92611,0.9243
2,0.91939,0.91459
3,0.91499,0.90915
4,0.91507,0.90719
5,0.91791,0.91232
6,0.91132,0.89961
7,0.90774,0.89094
8,0.90928,0.90256
9,0.91051,0.90406
10,0.90487,0.8974
11,0.90428,0.89559
12,0.91742,0.9117
13,0.9174,0.91143
14,0.91504,0.90701
15,0.91507,0.90729
16,0.91166,0.90041
17,0.90733,0.89022
18,0.90713,0.88971
19,0.91107,0.8992
20,0.9143,0.90856
21,0.91364,0.90794
22,0.91403,0.90824
23,0.91149,0.90547
24,0.90988,0.90358
25,0.90896,0.90213
26,0.90822,0.90115
27,0.90632,0.89902
28,0.90447,0.89692
29,0.90383,0.89737
30,0.90546,0.89743
31,0.90489,0.8966
32,0.90389,0.89526
33,0.90408,0.89543
34,0.91738,0.91161
35,0.91402,0.90815
36,0.91058,0.90405
37,0.94967,0.94829
38,0.93976,0.93826
39,0.99999,0.99999
