1,70.018
2,0.29066
3,3.6393e-09
4,2.7997e-09
5,1.5442e-09
6,1.1016e-09
7,6.6213e-10
8,4.7182e-10
9,2.8468e-10
10,1.9858e-10
11,1.7491e-10
12,8.5631e-11
13,6.3164e-11
14,5.3335e-11
15,2.2758e-11
16,1.6504e-11
17,6.0294e-12
18,3.4676e-12
19,2.1741e-12
20,1.8666e-12
21,1.5073e-12
22,1.0735e-12
23,6.6824e-13
24,4.3751e-13
