9.0627e-17,8.8174,9.0775,8.5573,0.00022649,0.00035601,9.6978e-05
0.00039492,0.077149,0.12446,0.029842,0.00023063,0.00035669,0.00010457
0.00072299,0.12206,0.19625,0.047873,0.0002574,0.00040972,0.00010508
0.0011084,0.062948,0.10122,0.024678,0.00047512,0.00075945,0.00019079
0.0024179,0.0065916,0.01053,0.0026534,0.000764,0.0012231,0.00030491
0.0034986,0.0031214,0.0048345,0.0014084,0.00045838,0.00073491,0.00018184
0.0039417,0.0032255,0.00522,0.0012309,0.00029529,0.00046866,0.00012193
0.0049461,0.026018,0.041775,0.01026,0.00020713,0.00032273,9.1526e-05
0.0060706,0.013586,0.021794,0.0053779,0.00016143,0.00023343,8.9432e-05
0.006834,0.0026037,0.004147,0.0010604,0.00024056,0.00037232,0.00010879
0.0069095,0.001735,0.0027668,0.00070316,0.00022749,0.00034622,0.00010875
0.0083442,0.0018208,0.0028815,0.00076004,0.00021755,0.00033519,9.9902e-05
0.010572,0.0034299,0.0053591,0.0015008,0.00027809,0.00041323,0.00014294
0.012637,0.0049208,0.0077967,0.0020449,0.00027847,0.00040627,0.00015068
0.01729,0.0026934,0.0041785,0.0012083,0.0012885,0.0020578,0.00051915
0.017641,0.0048738,0.0077999,0.0019477,0.00034525,0.00055266,0.00013784
0.017987,0.0028535,0.0045194,0.0011876,0.00082246,0.0013185,0.00032646
0.022383,0.00072041,0.0011483,0.00029251,0.00089027,0.0014267,0.00035381
0.024682,0.00041516,0.00071366,0.00011666,0.00095063,0.0015229,0.00037839
0.025071,0.00047307,0.00079861,0.00014753,0.00025819,0.00039193,0.00012445
0.029308,0.00037219,0.0006258,0.00011859,0.00020863,0.00032789,8.9379e-05
0.030678,0.00040185,0.00068717,0.00011653,0.00063141,0.0010133,0.00024949
0.035437,0.00027635,0.00050801,4.4694e-05,0.00078835,0.0012598,0.00031688
0.037916,0.00031704,0.0005209,0.00011319,0.00024151,0.00038449,9.8523e-05
