1,1.05,1.05
2,1.0474,1.0164
3,1.0457,1.0001
4,1.0136,0.68702
5,0.97617,0.67141
6,0.94648,0.64806
7,1.0234,0.75488
8,1.023,0.67841
9,1.022,1.5719
10,0.9984,1.8298
11,0.99537,1.808
12,1.0139,0.90491
13,1.0132,1.0019
14,0.99529,1.0972
15,1.0364,1.1633
16,1.0314,1.9695
17,1.0308,1.8188
18,1.0307,1.8577
19,1.0313,0.52789
20,1.0311,0.50237
21,1.0314,0.43907
22,1.0314,0.47632
23,1.0234,0.51744
24,0.9641,1.0459
25,1.0364,0.78281
26,0.99485,0.76007
27,1.0341,1.0492
28,1.031,1.9159
29,1.0308,0.49207
30,1.0341,1.06
31,1,0.56354
32,0.91716,0.69079
33,1.0466,1.015
34,1.0089,0.4787
35,0.99536,0.52285
36,1.0184,0.55187
37,1.0136,0.67058
38,1.0042,0.70462
39,1.0327,0.41428
40,1.0308,0.48053
41,1.0307,0.49444
42,1.0312,1.9674
43,1.0313,1.6733
44,1.0314,1.8288
45,1.0352,0.98597
46,1.0311,0.52369
47,1.0341,1.0042
48,1.05,1.05
